movie,studio,foreign_gross,year,id_x,release_date_x,production_budget,domestic_gross,worldwide_gross,Unnamed: 0,genre_ids,id_y,original_language,popularity,release_date_y,title,vote_average,vote_count,parsed_genres
No Escape,Wein.,27100000.0,2015,74,2015-08-26,5000000,27288872,42844516,14205,"[28, 53]",192141,en,19.005,2015-08-26,No Escape,6.8,1296,"[28, 53]"
Sinister 2,Focus,25100000.0,2015,91,2015-08-21,10000000,27740955,54104225,14324,[27],283445,en,9.916,2015-08-21,Sinister 2,5.8,1142,[27]
The Boy Next Door,Uni.,17000000.0,2015,81,2015-01-23,4000000,36006065,53401938,4837,[18],44120,en,0.6,2008-11-14,The Boy Next Door,5.7,6,[18]
The Boy Next Door,Uni.,17000000.0,2015,81,2015-01-23,4000000,36006065,53401938,14531,[53],241251,en,7.062,2015-01-23,The Boy Next Door,4.4,1382,[53]
The Night Before,Sony,9300000.0,2015,6,2015-11-20,25000000,43035725,52427346,14372,[35],296100,en,9.014,2015-11-20,The Night Before,6.1,956,[35]
The Night Before,Sony,9300000.0,2015,6,2015-11-20,25000000,43035725,52427346,17642,[35],296100,en,9.014,2015-11-20,The Night Before,6.1,956,[35]
Hot Pursuit,WB (NL),17100000.0,2015,79,2015-05-08,35000000,34580201,45671512,14334,"[28, 35, 80]",268920,en,9.607000000000001,2015-05-08,Hot Pursuit,5.6,1000,"[28, 35, 80]"
Entourage,WB,16900000.0,2015,30,2015-06-03,30000000,32363404,46438538,14251,[35],188222,en,13.802,2015-06-03,Entourage,6.2,647,[35]
Mortdecai,LGF,39600000.0,2015,48,2015-01-23,60000000,7696134,30396134,14257,"[35, 12]",210860,en,13.263,2015-01-23,Mortdecai,5.4,1666,"[35, 12]"
"McFarland, USA",BV,1200000.0,2015,80,2015-02-20,17000000,44480275,45707924,14426,[18],228203,en,8.197000000000001,2015-02-20,"McFarland, USA",7.3,358,[18]
Still Alice,SPC,25100000.0,2015,92,2015-01-16,5000000,18656400,41699612,11156,[18],284293,en,10.747,2014-12-05,Still Alice,7.5,1946,[18]
The DUFF,LGF,9500000.0,2015,33,2015-02-20,8500000,34030343,43528634,14368,"[10749, 35]",272693,en,9.054,2015-02-20,The DUFF,6.8,2987,"[10749, 35]"
Legend,Uni.,41100000.0,2015,63,1986-04-18,25000000,15502112,23506237,2607,"[12, 14]",11976,en,10.542,1986-04-18,Legend,6.2,509,"[12, 14]"
Legend,Uni.,41100000.0,2015,63,1986-04-18,25000000,15502112,23506237,8007,"[12, 14]",11976,en,10.542,1986-04-18,Legend,6.2,509,"[12, 14]"
Legend,Uni.,41100000.0,2015,63,1986-04-18,25000000,15502112,23506237,14312,"[80, 53]",276907,en,10.195,2015-11-20,Legend,6.8,1692,"[80, 53]"
Legend,Uni.,41100000.0,2015,63,1986-04-18,25000000,15502112,23506237,17547,"[12, 14]",11976,en,10.542,1986-04-18,Legend,6.2,509,"[12, 14]"
Legend,Uni.,41100000.0,2015,63,1986-04-18,25000000,15502112,23506237,17559,"[80, 53]",276907,en,10.195,2015-11-20,Legend,6.8,1692,"[80, 53]"
Legend,Uni.,41100000.0,2015,10,2015-11-20,25000000,1872994,42425450,2607,"[12, 14]",11976,en,10.542,1986-04-18,Legend,6.2,509,"[12, 14]"
Legend,Uni.,41100000.0,2015,10,2015-11-20,25000000,1872994,42425450,8007,"[12, 14]",11976,en,10.542,1986-04-18,Legend,6.2,509,"[12, 14]"
Legend,Uni.,41100000.0,2015,10,2015-11-20,25000000,1872994,42425450,14312,"[80, 53]",276907,en,10.195,2015-11-20,Legend,6.8,1692,"[80, 53]"
Legend,Uni.,41100000.0,2015,10,2015-11-20,25000000,1872994,42425450,17547,"[12, 14]",11976,en,10.542,1986-04-18,Legend,6.2,509,"[12, 14]"
Legend,Uni.,41100000.0,2015,10,2015-11-20,25000000,1872994,42425450,17559,"[80, 53]",276907,en,10.195,2015-11-20,Legend,6.8,1692,"[80, 53]"
The Gallows,WB (NL),20200000.0,2015,80,2015-07-10,100000,22764410,41656474,14362,"[27, 53]",299245,en,9.166,2015-07-10,The Gallows,4.8,591,"[27, 53]"
Love the Coopers,LGF,16100000.0,2015,98,2015-11-13,18000000,26302731,42227490,14417,"[35, 10751, 18]",333348,en,8.261000000000001,2015-11-13,Love the Coopers,5.8,384,"[35, 10751, 18]"
The Lady in the Van,SPC,31400000.0,2015,47,2016-01-15,6000000,10021175,42320503,14354,"[35, 18]",328589,en,9.269,2015-12-04,The Lady in the Van,6.3,393,"[35, 18]"
The Lady in the Van,SPC,31400000.0,2015,47,2016-01-15,6000000,10021175,42320503,17621,"[35, 18]",328589,en,9.269,2015-12-04,The Lady in the Van,6.3,393,"[35, 18]"
Ricki and the Flash,TriS,14500000.0,2015,95,2015-08-07,18000000,26839498,41166033,14418,"[35, 18, 10402]",275601,en,8.247,2015-08-07,Ricki and the Flash,5.8,473,"[35, 18, 10402]"
Carol,Wein.,27600000.0,2015,60,2015-11-20,11800000,12711491,42843521,14258,"[10749, 18]",258480,en,13.095999999999998,2015-11-20,Carol,7.4,1949,"[10749, 18]"
Carol,Wein.,27600000.0,2015,60,2015-11-20,11800000,12711491,42843521,17482,"[10749, 18]",258480,en,13.095999999999998,2015-11-20,Carol,7.4,1949,"[10749, 18]"
The Lazarus Effect,Rela.,12600000.0,2015,76,2015-02-27,5000000,25801570,38359310,2287,[],184342,en,0.6,2010-02-09,The Lazarus Effect,4.8,3,[]
The Lazarus Effect,Rela.,12600000.0,2015,76,2015-02-27,5000000,25801570,38359310,14314,"[53, 27]",243940,en,10.157,2015-02-27,The Lazarus Effect,5.1,825,"[53, 27]"
The Water Diviner,WB,34000000.0,2015,4,2015-04-24,22500000,4200117,31054727,14285,"[10752, 18]",256917,en,11.479000000000001,2015-04-24,The Water Diviner,6.8,682,"[10752, 18]"
A Walk in the Woods,BG,8000000.0,2015,75,2015-09-02,8000000,29499394,37119358,14543,"[12, 35, 18]",232572,en,6.935,2015-09-02,A Walk in the Woods,5.9,402,"[12, 35, 18]"
Ex Machina,A24,11400000.0,2015,72,2015-04-10,13000000,25440971,38358392,14208,"[18, 878]",264660,en,18.485,2015-04-10,Ex Machina,7.6,8026,"[18, 878]"
Burnt,Wein.,23000000.0,2015,27,2015-10-30,20000000,13651946,36773510,14264,"[18, 35]",295964,en,12.761,2015-10-23,Burnt,6.4,1841,"[18, 35]"
Burnt,Wein.,23000000.0,2015,27,2015-10-30,20000000,13651946,36773510,17489,"[18, 35]",295964,en,12.761,2015-10-23,Burnt,6.4,1841,"[18, 35]"
Room,A24,20700000.0,2015,80,2015-10-16,13000000,14677674,36262783,14199,"[18, 53]",264644,en,20.0,2015-10-16,Room,8.1,5494,"[18, 53]"
Room,A24,20700000.0,2015,80,2015-10-16,13000000,14677674,36262783,17407,"[18, 53]",264644,en,20.0,2015-10-16,Room,8.1,5494,"[18, 53]"
Steve Jobs,Uni.,16700000.0,2015,60,2015-10-09,30000000,17766658,35579007,14382,"[18, 36]",321697,en,8.895,2015-10-09,Steve Jobs,6.8,2572,"[18, 36]"
Steve Jobs,Uni.,16700000.0,2015,60,2015-10-09,30000000,17766658,35579007,17647,"[18, 36]",321697,en,8.895,2015-10-09,Steve Jobs,6.8,2572,"[18, 36]"
Victor Frankenstein,Fox,28500000.0,2015,24,2015-11-25,40000000,5775076,31124367,14367,"[18, 878, 53]",228066,en,9.061,2015-11-10,Victor Frankenstein,5.8,1200,"[18, 878, 53]"
Victor Frankenstein,Fox,28500000.0,2015,24,2015-11-25,40000000,5775076,31124367,17640,"[18, 878, 53]",228066,en,9.061,2015-11-10,Victor Frankenstein,5.8,1200,"[18, 878, 53]"
Project Almanac,Par.,10900000.0,2015,84,2015-01-30,12000000,22348241,32909437,14338,"[878, 53]",227719,en,9.55,2015-01-30,Project Almanac,6.5,1449,"[878, 53]"
American Ultra,LGF,12700000.0,2015,72,2015-08-21,28000000,14439985,30295028,14321,"[35, 28]",261392,en,9.97,2015-08-21,American Ultra,6.0,1756,"[35, 28]"
Aloha,Sony,5200000.0,2015,3,2015-05-29,37000000,21052030,25387091,14331,"[18, 35, 10749]",222936,en,9.685,2015-05-29,Aloha,5.3,1226,"[18, 35, 10749]"
The 33,WB,12700000.0,2015,78,2015-11-13,25000000,12227722,28400715,14319,"[18, 36]",293646,en,9.993,2015-11-09,The 33,6.2,565,"[18, 36]"
The Gunman,ORF,13500000.0,2015,15,2015-03-20,40000000,10664749,18594227,14306,"[28, 18, 80]",266396,en,10.388,2015-03-20,The Gunman,5.7,583,"[28, 18, 80]"
Black or White,Rela.,41100000.0,2015,80,2015-01-30,9000000,21571189,21971021,11294,[18],253331,en,8.05,2015-01-30,Black or White,6.8,193,[18]
Black or White,Rela.,41100000.0,2015,80,2015-01-30,9000000,21571189,21971021,14436,[18],253331,en,8.05,2015-01-30,Black or White,6.8,193,[18]
Blackhat,Uni.,11600000.0,2015,47,2015-01-16,70000000,8005980,19665004,14220,"[80, 53, 28]",201088,en,16.824,2015-01-16,Blackhat,5.3,1165,"[80, 53, 28]"
Dope,ORF,480000.0,2015,11,2015-06-19,7000000,17506470,18190831,14358,"[80, 18, 35]",308639,en,9.246,2015-06-19,Dope,7.2,954,"[80, 18, 35]"
While We're Young,A24,9700000.0,2015,45,2015-03-27,10000000,7582065,17503828,11300,"[35, 18, 9648]",252512,en,8.022,2015-04-17,While We're Young,5.9,609,"[35, 18, 9648]"
While We're Young,A24,9700000.0,2015,45,2015-03-27,10000000,7582065,17503828,14441,"[35, 18, 9648]",252512,en,8.022,2015-04-17,While We're Young,5.9,609,"[35, 18, 9648]"
Scouts Guide to the Zombie Apocalypse,Par.,12400000.0,2015,25,2015-10-30,15000000,3703046,15554855,14304,"[35, 27]",273477,en,10.450999999999999,2015-10-30,Scouts Guide to the Zombie Apocalypse,6.2,915,"[35, 27]"
Suffragette,Focus,11300000.0,2015,16,2015-10-23,14000000,4702420,34044909,14463,"[18, 36]",245168,en,7.763,2015-10-23,Suffragette,7.3,982,"[18, 36]"
It Follows,RTWC,41100000.0,2015,94,2015-03-13,2000000,14674077,23250755,11059,"[27, 53]",270303,en,18.419,2015-03-27,It Follows,6.5,3485,"[27, 53]"
It Follows,RTWC,41100000.0,2015,94,2015-03-13,2000000,14674077,23250755,14212,"[27, 53]",270303,en,18.419,2015-03-27,It Follows,6.5,3485,"[27, 53]"
Unfinished Business,Fox,4200000.0,2015,32,2015-03-06,35000000,10219501,13214051,14401,[35],239573,en,8.516,2015-03-06,Unfinished Business,5.2,472,[35]
Do You Believe?,PFR,1400000.0,2015,60,2015-03-20,2300000,12985600,14304931,14726,"[14, 18]",309425,en,5.599,2015-03-20,Do You Believe?,7.0,72,"[14, 18]"
Woodlawn,PFR,41100000.0,2015,81,2015-10-16,13000000,14394097,14403703,14730,[18],333596,en,5.575,2015-10-16,Woodlawn,7.0,79,[18]
Woodlawn,PFR,41100000.0,2015,81,2015-10-16,13000000,14394097,14403703,17998,[18],333596,en,5.575,2015-10-16,Woodlawn,7.0,79,[18]
Hot Tub Time Machine 2,Par.,767000.0,2015,7,2015-02-20,14000000,12314651,12826644,14435,[35],243938,en,8.052999999999999,2015-02-20,Hot Tub Time Machine 2,5.1,512,[35]
Child 44,LG/S,11700000.0,2015,2,2015-04-17,50000000,1224330,8004221,14180,"[80, 53]",181283,en,26.386,2015-04-17,Child 44,6.2,903,"[80, 53]"
We Are Your Friends,WB,7500000.0,2015,20,2015-08-28,2000000,3591417,10153415,14298,"[18, 10402, 10749, 35]",301351,en,10.809000000000001,2015-08-28,We Are Your Friends,6.3,1241,"[18, 10402, 10749, 35]"
Danny Collins,BST,5200000.0,2015,59,2015-03-20,10000000,5637066,8465845,14379,"[35, 18, 10402]",256924,en,8.933,2015-03-20,Danny Collins,6.7,260,"[35, 18, 10402]"
Shanghai,Wein.,9200000.0,2015,5,2015-10-02,50000000,46425,15505922,321,"[18, 9648, 10749]",38407,en,6.824,2010-10-02,Shanghai,6.1,80,"[18, 9648, 10749]"
Me and Earl and the Dying Girl,FoxS,2300000.0,2015,100,2015-06-12,8000000,6758416,9266180,14395,"[35, 18]",308369,en,8.677,2015-06-12,Me and Earl and the Dying Girl,7.6,1570,"[35, 18]"
The Green Inferno,BH Tilt,41100000.0,2015,31,2015-09-25,1000000,7192291,12931420,7948,"[28, 12, 27, 53]",171424,en,13.67,2013-11-02,The Green Inferno,5.2,619,"[28, 12, 27, 53]"
Little Boy,ORF,41100000.0,2015,65,2015-04-24,20000000,6485961,17769299,14698,"[35, 18, 10752]",256962,en,5.805,2015-04-23,Little Boy,7.0,292,"[35, 18, 10752]"
Anomalisa,Par.,1900000.0,2015,6,2015-12-30,8000000,3759286,5706168,14309,"[16, 35, 18, 10749]",291270,en,10.285,2015-12-30,Anomalisa,7.1,927,"[16, 35, 18, 10749]"
Anomalisa,Par.,1900000.0,2015,6,2015-12-30,8000000,3759286,5706168,17556,"[16, 35, 18, 10749]",291270,en,10.285,2015-12-30,Anomalisa,7.1,927,"[16, 35, 18, 10749]"
Trash,FCW,4800000.0,2015,46,2015-10-09,12000000,17484,6553186,2396,[],128184,es,0.6,2010-11-03,Trash,3.0,3,[]
Trash,FCW,4800000.0,2015,46,2015-10-09,12000000,17484,6553186,14520,"[12, 80, 18, 53]",206563,pt,7.178999999999999,2015-10-09,Trash,7.1,353,"[12, 80, 18, 53]"
Escobar: Paradise Lost,RTWC,3600000.0,2015,12,2015-06-26,17000000,195792,3917679,11075,"[53, 10749]",255343,en,15.924000000000001,2014-10-11,Escobar: Paradise Lost,6.3,476,"[53, 10749]"
By the Sea,Uni.,2800000.0,2015,97,2015-11-13,20000000,538460,3727746,14612,"[18, 10749]",314385,en,6.471,2015-11-13,By the Sea,5.4,306,"[18, 10749]"
Youth,FoxS,41100000.0,2015,99,2015-12-04,13000000,2703296,24001573,14355,"[35, 18]",310593,it,9.265,2015-12-04,Youth,6.9,1098,"[35, 18]"
Jem and the Holograms,Uni.,149000.0,2015,53,2015-10-23,5000000,2184640,2368937,14446,"[18, 14, 10402]",266639,en,7.942,2015-10-23,Jem and the Holograms,5.4,241,"[18, 14, 10402]"
Jem and the Holograms,Uni.,149000.0,2015,53,2015-10-23,5000000,2184640,2368937,17722,"[18, 14, 10402]",266639,en,7.942,2015-10-23,Jem and the Holograms,5.4,241,"[18, 14, 10402]"
Testament of Youth,SPC,41100000.0,2015,82,2015-06-05,10000000,1822250,6646669,14357,"[36, 18, 10752]",284689,en,9.251,2015-06-04,Testament of Youth,7.4,486,"[36, 18, 10752]"
The Vatican Tapes,LGF,41100000.0,2015,3,2015-07-24,13000000,1784763,14929184,14454,"[53, 27]",157544,en,7.841,2015-07-24,The Vatican Tapes,4.6,365,"[53, 27]"
The Diary of a Teenage Girl,SPC,41100000.0,2015,35,2015-08-07,2000000,1477002,2279959,14347,"[18, 10749]",250124,en,9.382,2015-08-28,The Diary of a Teenage Girl,6.7,460,"[18, 10749]"
Mustang,Cohen,41100000.0,2015,21,2015-11-20,1400000,845464,5552584,14490,[18],336804,tr,7.459,2015-11-20,Mustang,8.0,755,[18]
The D Train,IFC,102000.0,2015,34,2015-05-08,3000000,669688,772366,4750,"[18, 10751]",329677,xx,0.6,2011-01-01,The D Train,6.0,2,"[18, 10751]"
The D Train,IFC,102000.0,2015,34,2015-05-08,3000000,669688,772366,14614,"[18, 35]",308638,en,6.465,2015-05-08,The D Train,4.6,125,"[18, 35]"
Freeheld,LGF,41100000.0,2015,51,2015-10-02,7000000,546201,1732228,14506,"[10749, 18]",306745,en,7.313,2015-10-02,Freeheld,7.3,360,"[10749, 18]"
Maggie,RAtt.,41100000.0,2015,47,2015-05-08,4500000,187112,1027760,14260,"[27, 18, 9648]",287424,en,13.0,2015-05-08,Maggie,5.3,958,"[27, 18, 9648]"
Desert Dancer,Rela.,41100000.0,2015,38,2015-04-10,4000000,155271,596335,15478,[18],266102,en,1.508,2015-03-20,Desert Dancer,6.9,33,[18]
Manglehorn,IFC,41100000.0,2015,41,2015-06-19,4000000,132270,797439,14473,[18],254905,en,7.6610000000000005,2015-06-19,Manglehorn,5.4,94,[18]
Eden,BG,41100000.0,2015,66,2016-01-19,2300000,0,0,5493,[18],96599,en,6.877000000000001,2012-03-11,Eden,6.8,100,[18]
Eden,BG,41100000.0,2015,66,2016-01-19,2300000,0,0,11604,"[18, 10402]",283330,en,5.372999999999999,2015-06-19,Eden,5.8,57,"[18, 10402]"
Eden,BG,41100000.0,2015,66,2016-01-19,2300000,0,0,13854,[],446332,en,0.6,2014-10-04,Eden,5.0,2,[]
Eden,BG,41100000.0,2015,66,2016-01-19,2300000,0,0,14748,"[18, 10402]",283330,en,5.372999999999999,2015-06-19,Eden,5.8,57,"[18, 10402]"
Eden,BG,41100000.0,2015,66,2016-01-19,2300000,0,0,14989,"[53, 18]",360339,en,3.0610000000000004,2015-09-18,Eden,5.4,29,"[53, 18]"
Eden,BG,41100000.0,2015,66,2016-01-19,2300000,0,0,18019,"[18, 10402]",283330,en,5.372999999999999,2015-06-19,Eden,5.8,57,"[18, 10402]"
Eden,BG,41100000.0,2015,66,2016-01-19,2300000,0,0,26506,[],561861,en,0.6,2018-11-25,Eden,0.0,1,[]
Before We Go,RTWC,41100000.0,2015,52,2015-09-04,3000000,37151,483938,14421,"[18, 10749, 35]",283350,en,8.232999999999999,2015-05-21,Before We Go,6.5,985,"[18, 10749, 35]"
Knock Knock,LGP,41100000.0,2015,62,2015-10-09,2000000,36336,6328516,14213,"[18, 53]",263472,en,17.867,2015-10-09,Knock Knock,5.0,1490,"[18, 53]"
Song One,TFA,41100000.0,2015,87,2015-01-23,6000000,32251,437089,11515,[18],244783,en,6.206,2015-01-23,Song One,5.6,126,[18]
Song One,TFA,41100000.0,2015,87,2015-01-23,6000000,32251,437089,14643,[18],244783,en,6.206,2015-01-23,Song One,5.6,126,[18]
Strangerland,Alc,41100000.0,2015,27,2015-07-10,10000000,17472,161097,14683,"[18, 53, 9648]",245846,en,5.91,2015-07-10,Strangerland,5.2,135,"[18, 53, 9648]"
Skin Trade,Magn.,41100000.0,2015,19,2015-05-08,9000000,1242,1242,11208,"[53, 28, 18]",327833,en,9.362,2014-11-07,Skin Trade,5.6,96,"[53, 28, 18]"
Captain America: Civil War,BV,745200000.0,2016,17,2016-05-06,250000000,408084349,1140069413,17382,"[12, 28, 878]",271110,en,39.137,2016-05-06,Captain America: Civil War,7.4,14000,"[12, 28, 878]"
Rogue One: A Star Wars Story,BV,523900000.0,2016,45,2016-12-16,200000000,532177324,1049102856,17401,"[28, 12, 878]",330459,en,21.401,2016-12-16,Rogue One: A Star Wars Story,7.5,9296,"[28, 12, 878]"
Rogue One: A Star Wars Story,BV,523900000.0,2016,45,2016-12-16,200000000,532177324,1049102856,20655,"[28, 12, 878]",330459,en,21.401,2016-12-16,Rogue One: A Star Wars Story,7.5,9296,"[28, 12, 878]"
Finding Dory,BV,542300000.0,2016,46,2016-06-17,200000000,486295561,1021215193,17454,"[12, 16, 35, 10751]",127380,en,15.392999999999999,2016-06-17,Finding Dory,7.0,7845,"[12, 16, 35, 10751]"
Zootopia,BV,682500000.0,2016,57,2016-03-04,150000000,341268248,1019429616,17391,"[16, 12, 10751, 35]",269149,en,27.549,2016-03-04,Zootopia,7.7,9977,"[16, 12, 10751, 35]"
The Secret Life of Pets,Uni.,507100000.0,2016,26,2016-07-08,75000000,368384330,886750534,17581,"[12, 35, 16, 10751]",328111,en,9.908999999999999,2016-07-08,The Secret Life of Pets,6.1,5374,"[12, 35, 16, 10751]"
Batman v Superman: Dawn of Justice,WB,543300000.0,2016,18,2016-03-25,250000000,330360194,867500281,17390,"[28, 12, 14]",209112,en,28.088,2016-03-25,Batman v Superman: Dawn of Justice,5.8,11991,"[28, 12, 14]"
Deadpool,Fox,420000000.0,2016,56,2016-02-12,58000000,363070709,801025593,17383,"[28, 12, 35]",293660,en,35.067,2016-02-12,Deadpool,7.6,20175,"[28, 12, 35]"
Suicide Squad,WB,421700000.0,2016,100,2016-08-05,175000000,325100054,746059887,17437,"[28, 12, 80, 14, 878]",297761,en,16.53,2016-08-05,Suicide Squad,5.9,13533,"[28, 12, 80, 14, 878]"
Doctor Strange,BV,445100000.0,2016,28,2016-11-04,165000000,232641920,676404566,17384,"[28, 12, 14, 878]",284052,en,33.035,2016-11-04,Doctor Strange,7.3,12582,"[28, 12, 14, 878]"
Doctor Strange,BV,445100000.0,2016,28,2016-11-04,165000000,232641920,676404566,20625,"[28, 12, 14, 878]",284052,en,33.035,2016-11-04,Doctor Strange,7.3,12582,"[28, 12, 14, 878]"
Moana,BV,394600000.0,2016,62,2016-11-23,150000000,248757044,637517365,15295,[99],94727,en,1.96,2015-11-13,Moana,6.5,16,[99]
Moana,BV,394600000.0,2016,62,2016-11-23,150000000,248757044,637517365,18108,"[12, 35, 10751, 16]",277834,en,4.419,2016-11-23,Moana,7.5,6907,"[12, 35, 10751, 16]"
Moana,BV,394600000.0,2016,62,2016-11-23,150000000,248757044,637517365,21391,"[12, 35, 10751, 16]",277834,en,4.419,2016-11-23,Moana,7.5,6907,"[12, 35, 10751, 16]"
Sing,Uni.,363800000.0,2016,29,2016-12-21,75000000,270329045,634454789,17427,"[16, 35, 18, 10751]",335797,en,17.572,2016-12-21,Sing,6.9,4303,"[16, 35, 18, 10751]"
Sing,Uni.,363800000.0,2016,29,2016-12-21,75000000,270329045,634454789,20674,"[16, 35, 18, 10751]",335797,en,17.572,2016-12-21,Sing,6.9,4303,"[16, 35, 18, 10751]"
X-Men: Apocalypse,Fox,388500000.0,2016,93,2016-05-27,178000000,155442489,542537546,17381,"[28, 12, 878, 14]",246655,en,39.293,2016-05-27,X-Men: Apocalypse,6.5,8348,"[28, 12, 878, 14]"
Kung Fu Panda 3,Fox,377600000.0,2016,11,2016-01-29,140000000,143528619,517599142,17444,"[28, 12, 16, 35, 10751]",140300,en,16.248,2016-01-29,Kung Fu Panda 3,6.7,2944,"[28, 12, 16, 35, 10751]"
La La Land,LG/S,295000000.0,2016,92,2016-12-09,20000000,151101803,426351163,17443,"[35, 18, 10749]",313369,en,16.275,2016-12-09,La La Land,7.9,10028,"[35, 18, 10749]"
La La Land,LG/S,295000000.0,2016,92,2016-12-09,20000000,151101803,426351163,20688,"[35, 18, 10749]",313369,en,16.275,2016-12-09,La La Land,7.9,10028,"[35, 18, 10749]"
Warcraft,Uni.,386300000.0,2016,46,2016-06-10,160000000,47225655,425522281,17400,"[28, 12, 14]",68735,en,21.464000000000002,2016-06-10,Warcraft,6.3,4071,"[28, 12, 14]"
Jason Bourne,Uni.,253100000.0,2016,86,2016-07-29,120000000,162192920,416168316,17463,"[28, 53]",324668,en,14.568,2016-07-29,Jason Bourne,6.1,3611,"[28, 53]"
Ice Age: Collision Course,Fox,344500000.0,2016,52,2016-07-22,105000000,64063008,402156682,17419,"[12, 16, 10751, 35]",278154,en,18.233,2016-07-22,Ice Age: Collision Course,5.9,2430,"[12, 16, 10751, 35]"
Independence Day: Resurgence,Fox,286500000.0,2016,33,2016-06-24,165000000,103144286,384169424,17451,"[28, 12, 878]",47933,en,15.732000000000001,2016-06-24,Independence Day: Resurgence,5.1,3911,"[28, 12, 878]"
The Legend of Tarzan,WB,230100000.0,2016,88,2016-07-01,180000000,126643061,348902025,17460,"[28, 12]",258489,en,14.797,2016-07-01,The Legend of Tarzan,5.8,4102,"[28, 12]"
The Angry Birds Movie,Sony,244800000.0,2016,77,2016-05-20,73000000,107509366,352327887,17421,"[16, 12, 35]",153518,en,17.998,2016-05-20,The Angry Birds Movie,6.0,1851,"[16, 12, 35]"
Trolls,Fox,193200000.0,2016,73,2016-11-04,125000000,153707064,344150134,17442,"[12, 10751, 35, 14, 10402, 16]",136799,en,16.285999999999998,2016-11-04,Trolls,6.6,1880,"[12, 10751, 35, 14, 10402, 16]"
Trolls,Fox,193200000.0,2016,73,2016-11-04,125000000,153707064,344150134,20687,"[12, 10751, 35, 14, 10402, 16]",136799,en,16.285999999999998,2016-11-04,Trolls,6.6,1880,"[12, 10751, 35, 14, 10402, 16]"
Star Trek Beyond,Par.,184600000.0,2016,79,2016-07-22,185000000,158848340,335802233,17412,"[28, 12, 878]",188927,en,19.142,2016-07-22,Star Trek Beyond,6.7,4275,"[28, 12, 878]"
Now You See Me 2,LG/S,269800000.0,2016,66,2016-06-10,90000000,65075540,328325007,17392,"[28, 35, 53]",291805,en,25.805,2016-06-10,Now You See Me 2,6.8,6744,"[28, 35, 53]"
Alice Through the Looking Glass,BV,222400000.0,2016,26,2016-05-27,170000000,77042381,276928112,17435,"[12, 10751, 14]",241259,en,16.642,2016-05-27,Alice Through the Looking Glass,6.5,3803,"[12, 10751, 14]"
Teenage Mutant Ninja Turtles: Out of the Shadows,Par.,163600000.0,2016,32,2016-06-03,135000000,82051601,245328374,17457,"[28, 12, 35, 10751, 878]",308531,en,15.095999999999998,2016-06-03,Teenage Mutant Ninja Turtles: Out of the Shadows,5.9,1860,"[28, 12, 35, 10751, 878]"
Sully,WB,115700000.0,2016,50,2016-09-09,60000000,125070033,238524556,17420,"[18, 36]",363676,en,18.148,2016-09-09,Sully,7.1,3924,"[18, 36]"
Hidden Figures,Fox,66300000.0,2016,64,2016-12-25,25000000,169607287,231771716,17462,"[18, 36]",381284,en,14.751,2016-12-10,Hidden Figures,8.0,4710,"[18, 36]"
Hidden Figures,Fox,66300000.0,2016,64,2016-12-25,25000000,169607287,231771716,20713,"[18, 36]",381284,en,14.751,2016-12-10,Hidden Figures,8.0,4710,"[18, 36]"
Inferno,Sony,185700000.0,2016,64,2016-10-28,75000000,34343574,219519367,17428,"[9648, 53, 18]",207932,en,17.41,2016-10-28,Inferno,5.9,3877,"[9648, 53, 18]"
